Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
11525	BOLOGNA C.LE	14/11/17 07.06.00	14/11/17 07.07.30	1.5
11525	OZZANO DELL'EMILIA	14/11/17 07.15.00	14/11/17 07.17.00	2.0
11525	VARIGNANA	14/11/17 07.19.00	14/11/17 07.20.30	1.5
11525	CASTEL S.PIETRO TERME	14/11/17 07.25.00	14/11/17 07.25.30	0.5
11525	IMOLA	14/11/17 07.32.00	14/11/17 07.33.00	1.0
11525	CASTELBOLOGNESE	14/11/17 07.38.00	14/11/17 07.40.30	2.5
11525	FAENZA	14/11/17 07.44.00	14/11/17 07.47.30	3.5
11525	FORLI`	14/11/17 07.55.00	14/11/17 07.59.30	4.5
11407	PIACENZA	14/11/17 05.29.00	14/11/17 05.30.00	1.0
11407	PONTENURE	14/11/17 05.36.00	14/11/17 05.37.00	1.0
11407	CADEO	14/11/17 05.42.00	14/11/17 05.41.30	-0.5
11407	FIORENZUOLA	14/11/17 05.48.00	14/11/17 05.47.00	-1.0
11407	FIDENZA	14/11/17 05.56.00	14/11/17 05.55.30	-0.5
11407	CASTELGUELFO	14/11/17 06.03.00	14/11/17 06.02.00	-1.0
11407	PARMA	14/11/17 06.12.00	14/11/17 06.12.00	0.0
11407	S.ILARIO	14/11/17 06.21.00	14/11/17 06.20.00	-1.0
11407	REGGIO EMILIA	14/11/17 06.32.00	14/11/17 06.31.30	-0.5
11407	RUBIERA	14/11/17 06.41.00	14/11/17 06.41.30	0.5
11407	MODENA	14/11/17 06.50.00	14/11/17 06.56.30	6.5
11407	CASTELFRANCO D'EMILIA	14/11/17 06.59.00	14/11/17 07.05.00	6.0
11407	SAMOGGIA	14/11/17 07.05.00	14/11/17 07.12.00	7.0
11407	ANZOLA	14/11/17 07.11.00	14/11/17 07.16.30	5.5
11407	BOLOGNA C.LE	14/11/17 07.28.00	14/11/17 07.28.00	0.0
11407	OZZANO DELL'EMILIA	14/11/17 07.42.00	14/11/17 07.45.30	3.5
11407	VARIGNANA	14/11/17 07.46.00	14/11/17 07.49.30	3.5
11407	CASTEL S.PIETRO TERME	14/11/17 07.52.00	14/11/17 07.54.00	2.0
11407	IMOLA	14/11/17 08.00.00	14/11/17 08.01.30	1.5
11407	CASTELBOLOGNESE	14/11/17 08.08.00	14/11/17 08.07.30	-0.5
11407	FAENZA	14/11/17 08.14.00	14/11/17 08.16.00	2.0
11407	FORLI`	14/11/17 08.25.00	14/11/17 08.26.30	1.5
11407	CESENA	14/11/17 08.40.00	14/11/17 08.38.30	-1.5
35774	ROMA TERMINI	13/11/17 22.35.00	13/11/17 22.49.00	14.0
35774	CHIUSI C.T.	14/11/17 00.05.00	14/11/17 00.10.00	5.0
35774	TERONTOLA CORTONA	14/11/17 00.23.00	14/11/17 00.28.30	5.5
35774	AREZZO	14/11/17 00.45.00	14/11/17 00.54.30	9.5
35774	FIRENZE CAMPO MARTE	14/11/17 01.44.00	14/11/17 01.48.00	4.0
35774	BOLOGNA C.LE	14/11/17 03.52.00	14/11/17 04.07.30	15.5
