Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
6254	RIMINI	24/03/18 18.37.00	24/03/18 18.38.30	1.5
6254	RIMINI VISERBA	24/03/18 18.42.00	24/03/18 18.42.30	0.5
6254	RIMINI TORRE PEDRERA	24/03/18 18.46.00	24/03/18 18.47.00	1.0
6254	IGEA MARINA	24/03/18 18.50.00	24/03/18 18.50.30	0.5
6254	BELLARIA	24/03/18 18.54.00	24/03/18 18.54.30	0.5
6254	GATTEO A MARE	24/03/18 18.58.00	24/03/18 19.00.00	2.0
6254	CESENATICO	24/03/18 19.03.00	24/03/18 19.05.30	2.5
6254	CERVIA-MILANO MARITTIMA	24/03/18 19.11.00	24/03/18 19.12.00	1.0
6254	LIDO DI CLASSE-LIDO DI SAVIO	24/03/18 19.17.00	24/03/18 19.18.30	1.5
6254	CLASSE	24/03/18 19.24.00	24/03/18 19.25.00	1.0
6254	RAVENNA	24/03/18 19.29.00	24/03/18 19.31.30	2.5
6254	GODO	24/03/18 19.40.00	24/03/18 19.44.00	4.0
6254	RUSSI	24/03/18 19.45.00	24/03/18 19.47.30	2.5
6254	BAGNACAVALLO	24/03/18 19.51.00	24/03/18 19.53.30	2.5
6254	LUGO	24/03/18 19.56.00	24/03/18 19.58.30	2.5
6254	SOLAROLO	24/03/18 20.05.00	24/03/18 20.05.30	0.5
6254	CASTELBOLOGNESE	24/03/18 20.13.00	24/03/18 20.11.00	-2.0
6254	IMOLA	24/03/18 20.20.00	24/03/18 20.24.00	4.0
6254	CASTEL S.PIETRO TERME	24/03/18 20.29.00	24/03/18 20.33.30	4.5
6254	OZZANO DELL'EMILIA	24/03/18 20.36.00	24/03/18 20.41.00	5.0
6254	S.LAZZARO DI SAVENA	24/03/18 20.43.00	24/03/18 20.46.00	3.0
6254	BOLOGNA SAN VITALE	24/03/18 20.47.00	24/03/18 20.50.00	3.0
6254	BOLOGNA C.LE	24/03/18 20.54.00	24/03/18 20.53.30	-0.5
6432	RAVENNA	24/03/18 14.09.00	24/03/18 14.10.30	1.5
6432	LUGO	24/03/18 14.30.00	24/03/18 14.34.30	4.5
6432	IMOLA	24/03/18 14.45.00	24/03/18 14.52.00	7.0
6432	BOLOGNA C.LE	24/03/18 15.08.00	24/03/18 15.12.30	4.5
8851	RAVENNA	24/03/18 06.00.00	24/03/18 06.00.30	0.5
8851	RIMINI	24/03/18 06.36.00	24/03/18 06.33.30	-2.5
8851	PESARO	24/03/18 06.56.00	24/03/18 06.58.00	2.0
8851	FALCONARA MARITTIMA	24/03/18 07.27.00	24/03/18 07.22.30	-4.5
8851	JESI	24/03/18 07.48.00	24/03/18 07.45.30	-2.5
8851	FABRIANO	24/03/18 08.19.00	24/03/18 08.26.30	7.5
