Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
8810	BARI CENTRALE	09/02/18 05.30.00	09/02/18 05.30.30	0.5
8810	BARLETTA	09/02/18 06.00.00	09/02/18 06.00.30	0.5
8810	FOGGIA	09/02/18 06.33.00	09/02/18 06.33.30	0.5
8810	TERMOLI	09/02/18 07.20.00	09/02/18 07.16.30	-3.5
8810	PESCARA	09/02/18 08.08.00	09/02/18 08.12.00	4.0
8810	S.BENEDETTO DEL TRONTO	09/02/18 08.38.00	09/02/18 08.50.00	12.0
8810	ANCONA	09/02/18 09.19.00	09/02/18 09.29.30	10.5
8810	PESARO	09/02/18 09.53.00	09/02/18 09.59.00	6.0
8810	RIMINI	09/02/18 10.15.00	09/02/18 10.17.30	2.5
8810	BOLOGNA C.LE	09/02/18 11.14.00	09/02/18 11.18.00	4.0
8810	MODENA	09/02/18 11.39.00	09/02/18 11.39.30	0.5
8810	REGGIO EMILIA	09/02/18 11.52.00	09/02/18 11.53.00	1.0
8810	PARMA	09/02/18 12.08.00	09/02/18 12.12.00	4.0
8810	PIACENZA	09/02/18 12.39.00	09/02/18 12.38.00	-1.0
8810	MILANO CENTRALE	09/02/18 13.25.00	09/02/18 13.24.30	-0.5
8830	LECCE	09/02/18 14.03.00	09/02/18 14.04.00	1.0
8830	BRINDISI	09/02/18 14.24.00	09/02/18 14.22.30	-1.5
8830	BARI CENTRALE	09/02/18 15.26.00	09/02/18 15.22.30	-3.5
8830	BARLETTA	09/02/18 16.00.00	09/02/18 15.56.00	-4.0
8830	FOGGIA	09/02/18 16.33.00	09/02/18 16.29.00	-4.0
8830	TERMOLI	09/02/18 17.20.00	09/02/18 17.23.00	3.0
8830	PESCARA	09/02/18 18.08.00	09/02/18 18.16.00	8.0
8830	ANCONA	09/02/18 19.19.00	09/02/18 19.24.30	5.5
8830	PESARO	09/02/18 19.53.00	09/02/18 19.55.00	2.0
8830	RIMINI	09/02/18 20.15.00	09/02/18 20.14.00	-1.0
8830	BOLOGNA C.LE	09/02/18 21.14.00	09/02/18 21.11.00	-3.0
8830	MODENA	09/02/18 21.39.00	09/02/18 21.41.30	2.5
8830	REGGIO EMILIA	09/02/18 21.52.00	09/02/18 21.56.30	4.5
2276	RIMINI	09/02/18 05.20.00	09/02/18 05.21.00	1.0
2276	BELLARIA	09/02/18 05.29.00	09/02/18 05.31.30	2.5
2276	GATTEO A MARE	09/02/18 05.35.00	09/02/18 05.36.30	1.5
2276	CESENATICO	09/02/18 05.44.00	09/02/18 05.41.00	-3.0
2276	CERVIA-MILANO MARITTIMA	09/02/18 05.53.00	09/02/18 05.54.00	1.0
2276	LIDO DI CLASSE-LIDO DI SAVIO	09/02/18 06.02.00	09/02/18 06.01.30	-0.5
2276	RAVENNA	09/02/18 06.20.00	09/02/18 06.20.30	0.5
