Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
8810	BARI CENTRALE	16/01/18 05.30.00	16/01/18 05.31.30	1.5
8810	BARLETTA	16/01/18 06.00.00	16/01/18 05.58.30	-1.5
8810	FOGGIA	16/01/18 06.33.00	16/01/18 06.30.30	-2.5
8810	TERMOLI	16/01/18 07.20.00	16/01/18 07.21.00	1.0
8810	PESCARA	16/01/18 08.08.00	16/01/18 08.17.30	9.5
8810	S.BENEDETTO DEL TRONTO	16/01/18 08.38.00	16/01/18 08.49.30	11.5
8810	ANCONA	16/01/18 09.19.00	16/01/18 09.36.00	17.0
8810	PESARO	16/01/18 09.53.00	16/01/18 10.03.30	10.5
8810	RIMINI	16/01/18 10.15.00	16/01/18 10.23.00	8.0
8810	BOLOGNA C.LE	16/01/18 11.14.00	16/01/18 11.13.30	-0.5
8810	MODENA	16/01/18 11.39.00	16/01/18 11.36.30	-2.5
8810	REGGIO EMILIA	16/01/18 11.52.00	16/01/18 11.56.30	4.5
8810	PARMA	16/01/18 12.08.00	16/01/18 12.14.30	6.5
8810	PIACENZA	16/01/18 12.39.00	16/01/18 12.40.00	1.0
8810	MILANO CENTRALE	16/01/18 13.25.00	16/01/18 13.21.30	-3.5
8830	LECCE	16/01/18 14.03.00	16/01/18 14.04.30	1.5
8830	BRINDISI	16/01/18 14.24.00	16/01/18 14.23.30	-0.5
8830	BARI CENTRALE	16/01/18 15.26.00	16/01/18 15.24.00	-2.0
8830	BARLETTA	16/01/18 16.00.00	16/01/18 15.57.00	-3.0
8830	FOGGIA	16/01/18 16.33.00	16/01/18 16.38.00	5.0
8830	TERMOLI	16/01/18 17.20.00	16/01/18 17.32.00	12.0
8830	PESCARA	16/01/18 18.08.00	16/01/18 18.33.00	25.0
8830	ANCONA	16/01/18 19.19.00	16/01/18 19.41.30	22.5
8830	PESARO	16/01/18 19.53.00	16/01/18 20.16.00	23.0
8830	RIMINI	16/01/18 20.15.00	16/01/18 20.41.30	26.5
2276	RIMINI	16/01/18 05.20.00	16/01/18 05.21.30	1.5
2276	BELLARIA	16/01/18 05.29.00	16/01/18 05.32.30	3.5
2276	GATTEO A MARE	16/01/18 05.35.00	16/01/18 05.38.00	3.0
2276	CESENATICO	16/01/18 05.44.00	16/01/18 05.43.00	-1.0
2276	CERVIA-MILANO MARITTIMA	16/01/18 05.53.00	16/01/18 05.54.00	1.0
2276	LIDO DI CLASSE-LIDO DI SAVIO	16/01/18 06.02.00	16/01/18 06.02.30	0.5
2276	RAVENNA	16/01/18 06.20.00	16/01/18 06.21.00	1.0
2276	GODO	16/01/18 06.37.00	16/01/18 06.39.30	2.5
2276	RUSSI	16/01/18 06.41.00	16/01/18 06.42.00	1.0
2276	BAGNACAVALLO	16/01/18 06.48.00	16/01/18 06.48.00	0.0
2276	LUGO	16/01/18 06.55.00	16/01/18 06.53.30	-1.5
2276	BARBIANO	16/01/18 07.01.00	16/01/18 07.03.00	2.0
2276	SOLAROLO	16/01/18 07.05.00	16/01/18 07.08.00	3.0
2276	CASTELBOLOGNESE	16/01/18 07.12.00	16/01/18 07.15.30	3.5
2276	IMOLA	16/01/18 07.19.00	16/01/18 07.23.00	4.0
2276	BOLOGNA C.LE	16/01/18 07.43.00	16/01/18 07.44.00	1.0
2276	ANZOLA	16/01/18 08.03.00	16/01/18 08.05.30	2.5
2276	SAMOGGIA	16/01/18 08.08.00	16/01/18 08.10.00	2.0
2276	CASTELFRANCO D'EMILIA	16/01/18 08.14.00	16/01/18 08.15.00	1.0
2276	MODENA	16/01/18 08.23.00	16/01/18 08.24.00	1.0
2276	RUBIERA	16/01/18 08.32.00	16/01/18 08.36.00	4.0
2276	REGGIO EMILIA	16/01/18 08.40.00	16/01/18 08.43.30	3.5
2276	S.ILARIO	16/01/18 08.53.00	16/01/18 08.55.00	2.0
2276	PARMA	16/01/18 09.03.00	16/01/18 09.03.00	0.0
2276	FIDENZA	16/01/18 09.21.00	16/01/18 09.27.00	6.0
2276	FIORENZUOLA	16/01/18 09.31.00	16/01/18 09.37.00	6.0
2276	PIACENZA	16/01/18 09.48.00	16/01/18 09.49.30	1.5
2276	CASALPUSTERLENGO	16/01/18 10.02.00	16/01/18 10.05.00	3.0
2276	LODI	16/01/18 10.13.00	16/01/18 10.16.30	3.5
2276	MILANO ROGOREDO	16/01/18 10.32.00	16/01/18 10.31.30	-0.5
2276	MILANO LAMBRATE	16/01/18 10.38.00	16/01/18 10.38.30	0.5
2276	MILANO CENTRALE	16/01/18 10.45.00	16/01/18 10.45.00	0.0
2132	ANCONA	16/01/18 12.45.00	16/01/18 12.50.30	5.5
