Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
8810	BARI CENTRALE	23/12/17 05.30.00	23/12/17 05.30.30	0.5
8810	BARLETTA	23/12/17 06.00.00	23/12/17 06.01.00	1.0
8810	FOGGIA	23/12/17 06.33.00	23/12/17 06.32.30	-0.5
8810	TERMOLI	23/12/17 07.20.00	23/12/17 07.18.30	-1.5
8810	PESCARA	23/12/17 08.08.00	23/12/17 08.11.30	3.5
8810	S.BENEDETTO DEL TRONTO	23/12/17 08.38.00	23/12/17 08.44.00	6.0
8810	ANCONA	23/12/17 09.19.00	23/12/17 09.25.00	6.0
8810	PESARO	23/12/17 09.53.00	23/12/17 09.55.00	2.0
8810	RIMINI	23/12/17 10.15.00	23/12/17 10.14.30	-0.5
8810	BOLOGNA C.LE	23/12/17 11.14.00	23/12/17 11.14.00	0.0
8810	MODENA	23/12/17 11.39.00	23/12/17 11.36.30	-2.5
8810	REGGIO EMILIA	23/12/17 11.52.00	23/12/17 11.52.00	0.0
8810	PARMA	23/12/17 12.08.00	23/12/17 12.06.30	-1.5
8810	PIACENZA	23/12/17 12.39.00	23/12/17 12.33.00	-6.0
8810	MILANO CENTRALE	23/12/17 13.25.00	23/12/17 13.33.30	8.5
8830	LECCE	23/12/17 14.03.00	23/12/17 14.06.00	3.0
8830	BRINDISI	23/12/17 14.24.00	23/12/17 14.24.30	0.5
8830	BARI CENTRALE	23/12/17 15.26.00	23/12/17 15.21.30	-4.5
8830	BARLETTA	23/12/17 16.00.00	23/12/17 15.56.00	-4.0
8830	FOGGIA	23/12/17 16.33.00	23/12/17 16.40.00	7.0
8830	TERMOLI	23/12/17 17.20.00	23/12/17 17.31.00	11.0
8830	PESCARA	23/12/17 18.08.00	23/12/17 18.18.00	10.0
8830	ANCONA	23/12/17 19.19.00	23/12/17 19.31.30	12.5
8830	PESARO	23/12/17 19.53.00	23/12/17 20.01.00	8.0
8830	RIMINI	23/12/17 20.15.00	23/12/17 20.32.00	17.0
8830	BOLOGNA C.LE	23/12/17 21.14.00	23/12/17 21.25.30	11.5
8830	MODENA	23/12/17 21.39.00	23/12/17 21.47.30	8.5
2276	RIMINI	23/12/17 05.20.00	23/12/17 05.21.00	1.0
2276	BELLARIA	23/12/17 05.29.00	23/12/17 05.31.30	2.5
2276	GATTEO A MARE	23/12/17 05.35.00	23/12/17 05.36.00	1.0
2276	CESENATICO	23/12/17 05.44.00	23/12/17 05.40.30	-3.5
2276	CERVIA-MILANO MARITTIMA	23/12/17 05.53.00	23/12/17 05.52.30	-0.5
2276	LIDO DI CLASSE-LIDO DI SAVIO	23/12/17 06.02.00	23/12/17 06.01.00	-1.0
2276	RAVENNA	23/12/17 06.20.00	23/12/17 06.20.30	0.5
2276	GODO	23/12/17 06.37.00	23/12/17 06.41.30	4.5
2276	RUSSI	23/12/17 06.41.00	23/12/17 06.43.30	2.5
2276	BAGNACAVALLO	23/12/17 06.48.00	23/12/17 06.50.30	2.5
2276	LUGO	23/12/17 06.55.00	23/12/17 06.55.30	0.5
2276	BARBIANO	23/12/17 07.01.00	23/12/17 07.02.30	1.5
2276	SOLAROLO	23/12/17 07.05.00	23/12/17 07.06.00	1.0
2276	CASTELBOLOGNESE	23/12/17 07.12.00	23/12/17 07.14.00	2.0
2276	IMOLA	23/12/17 07.19.00	23/12/17 07.21.00	2.0
2276	BOLOGNA C.LE	23/12/17 07.43.00	23/12/17 07.43.00	0.0
2276	ANZOLA	23/12/17 08.03.00	23/12/17 08.03.00	0.0
2276	SAMOGGIA	23/12/17 08.08.00	23/12/17 08.09.00	1.0
